Time1	Simulation1
1884	18.4443
1885	19.2816
1886	18.9071
1887	19.0706
1888	19.4093
1889	18.8322
1890	19.4627
1891	18.7774
1892	18.716
1893	18.4042
1894	19.1222
1895	18.4384
1896	18.5846
1897	18.4265
1898	18.7063
1899	18.9452
1900	18.4216
1901	18.674
1902	19.2867
1903	18.188
1904	18.5257
1905	18.5148
1906	18.1794
1907	18.5421
1908	18.0926
1909	18.7454
1910	18.4279
1911	18.7239
1912	18.4044
1913	18.5843
1914	18.409
1915	18.0169
1916	17.6
1917	18.2514
1918	18.5241
1919	17.8353
1920	18.5449
1921	17.9544
1922	17.5351
1923	18.1056
1924	17.8851
1925	17.981
1926	17.8915
1927	18.1705
1928	17.9814
1929	17.4085
1930	17.6647
1931	17.7418
1932	17.8388
1933	17.6734
1934	17.4115
1935	17.5344
1936	17.6852
1937	17.7628
1938	17.5871
1939	18.1215
1940	17.2115
1941	17.1821
1942	18.1225
1943	18.0383
1944	17.2254
1945	17.7194
1946	17.5069
1947	17.9692
1948	17.2395
1949	17.9549
1950	17.3495
1951	17.2189
1952	17.3727
1953	16.9111
1954	17.2307
1955	17.7862
1956	16.9149
1957	16.5474
1958	16.4319
1959	16.6504
1960	16.9774
1961	16.5735
1962	17.1375
1963	16.8626
1964	16.4408
1965	17.695
1966	16.5882
1967	16.6952
1968	16.6811
1969	16.6856
1970	17.6756
1971	16.0566
1972	17.0141
1973	16.9196
1974	16.979
1975	16.7705
1976	16.4796
1977	16.0641
1978	16.5212
1979	16.9173
1980	16.621
1981	16.6615
1982	16.4791
1983	16.5454
1984	16.5293
1985	16.0843
1986	16.4351
1987	16.2407
1988	15.543
1989	16.2044
1990	16.3195
1991	15.9337
1992	16.5071
1993	15.6176
1994	16.3158
1995	16.3865
1996	15.9053
1997	16.1199
1998	15.7866
1999	15.9364
2000	16.5383
2001	15.9737
2002	16.4086
2003	15.7181
2004	16.1697
2005	16.0797
2006	15.99
2007	15.9592
2008	16.5989
2009	15.5602
2010	15.4059
2011	15.3674
2012	15.6541
2013	15.8354
2014	16.2657
2015	16.0042
2016	15.5708
2017	15.7742
2018	15.7819
2019	15.5271
2020	15.76
2021	16.0716
2022	15.5915
2023	15.4113
2024	15.6097
2025	15.5445
2026	15.8267
2027	15.4056
2028	15.8484
2029	15.5055
2030	15.1687
2031	14.9031
2032	15.2041
2033	15.2236
2034	15.2747
2035	14.6229
2036	14.9652
2037	15.3186
2038	15.3807
2039	14.2744
2040	15.6232
2041	15.4769
2042	15.2922
2043	15.1413
2044	15.1612
2045	14.8397
2046	14.634
2047	14.8741
2048	14.7424
2049	15.8185
2050	15.1612
2051	14.6856
2052	15.2026
2053	15.2927
2054	15.187
2055	14.8533
2056	15.0205
2057	14.9985
2058	15.0604
2059	15.2616
2060	15.095
2061	14.8571
2062	15.2043
2063	15.0508
2064	14.5967
2065	14.3481
2066	14.9692
2067	14.8776
2068	14.1387
2069	14.628
2070	14.372
2071	15.1796
2072	14.578
2073	14.2931
2074	14.4956
2075	13.9039
2076	13.8623
2077	14.0854
2078	14.7696
2079	14.0932
2080	14.1611
2081	13.3876
2082	13.8681
2083	14.6686
2084	13.9887
2085	14.6052
2086	14.2456
2087	13.5631
2088	14.0197
2089	14.2901
2090	14.3854
2091	13.9118
2092	14.5801
2093	14.1219
2094	13.4009
2095	13.7875
2096	14.1084
2097	14.0015
2098	13.2236
2099	13.7539
2100	14.2851
2101	13.566
2102	13.4894
2103	14.0818
2104	13.3414
2105	13.8668
2106	13.9841
2107	13.4845
2108	13.793
2109	13.1963
2110	13.148
2111	13.6279
2112	14.2203
2113	13.2266
2114	13.541
2115	13.6527
2116	14.0698
2117	13.472
2118	13.835
2119	12.6103
2120	14.0786
2121	13.1552
2122	13.6817
2123	13.1144
2124	12.8733
2125	12.8602
2126	13.3759
2127	13.4864
2128	12.783
2129	13.1225
2130	12.5261
2131	13.2284
2132	12.8834
2133	13.1363
2134	12.5452
2135	13.0337
2136	12.8376
2137	13.319
2138	13.0663
2139	12.5994
2140	13.0615
2141	12.9187
2142	12.8012
2143	13.2076
2144	13.7118
2145	13.018
2146	13.5101
2147	13.0768
2148	13.1356
2149	12.5892
2150	12.1511
2151	13.1024
2152	12.5722
2153	12.9388
2154	12.6451
2155	12.4632
2156	12.9025
2157	12.9152
2158	13.0386
2159	13.0066
2160	12.6472
2161	12.8174
2162	12.74
2163	12.5816
2164	12.7164
2165	12.6874
2166	12.3988
2167	11.5213
2168	13.0924
2169	12.5145
2170	12.8107
2171	12.3971
2172	12.6078
2173	12.9297
2174	12.1029
2175	12.1334
2176	12.2983
2177	12.4753
2178	12.0591
2179	13.1772
2180	11.9955
2181	12.0827
2182	12.4893
2183	12.3382
2184	12.1045
2185	11.4965
2186	11.7253
2187	12.8306
2188	12.4293
2189	12.0741
2190	12.371
2191	11.7265
2192	11.6116
2193	11.4591
2194	11.7605
2195	12.2859
2196	11.9343
2197	12.2331
2198	11.627
2199	11.976
2200	11.914
2201	11.9131
2202	11.3787
2203	12.1156
2204	11.8717
2205	11.4728
2206	11.7772
2207	11.4192
2208	11.8274
2209	11.3389
2210	11.5851
2211	11.611
2212	11.5825
2213	11.8362
2214	11.5147
2215	11.9952
2216	11.8661
2217	11.3829
2218	11.7035
2219	11.7996
2220	11.4253
2221	11.0675
2222	11.6809
2223	11.4892
2224	11.8717
2225	11.5735
2226	11.2802
2227	11.3256
2228	10.8218
2229	11.1728
2230	11.8059
2231	11.3499
2232	11.6588
2233	11.2397
2234	11.6747
2235	11.065
2236	11.5385
2237	11.545
2238	11.4354
2239	11.5818
2240	10.615
2241	11.731
2242	11.1815
2243	10.5181
2244	10.4762
2245	10.7536
2246	11.0247
2247	10.7805
2248	11.1586
2249	11.8214
2250	11.1792
2251	10.8705
2252	10.8117
2253	11.3852
2254	11.3453
2255	11.0922
2256	10.7748
2257	10.7594
2258	10.7543
2259	10.5002
2260	10.5573
2261	10.8409
2262	10.7947
2263	11.041
2264	10.6321
2265	11.1517
2266	10.5062
2267	10.6226
2268	10.7203
2269	10.338
2270	10.9196
2271	11.0186
2272	10.979
2273	10.6301
2274	10.391
2275	10.4831
2276	10.9413
2277	10.3838
2278	10.8975
2279	10.9836
2280	10.7729
2281	10.606
2282	11.0371
2283	10.636
2284	11.0107
2285	9.95131
2286	10.963
2287	9.72422
2288	10.5641
2289	10.7378
2290	10.7788
2291	10.0793
2292	10.0467
2293	10.6605
2294	10.4707
2295	10.5226
2296	10.5463
2297	9.87258
2298	9.41708
2299	9.2963
2300	9.93112
2301	10.7498
2302	9.58751
2303	9.40997
2304	9.66926
2305	10.4521
2306	10.2721
2307	10.7291
2308	10.0485
2309	9.75886
2310	9.98782
2311	9.91947
2312	10.4653
2313	10.0343
2314	10.1637
2315	10.3293
2316	9.85513
2317	9.84558
2318	10.0192
2319	10.1973
2320	9.96002
2321	9.97771
2322	10.3814
2323	9.93603
2324	10.1071
2325	10.0722
2326	10.1667
2327	9.92372
2328	9.39471
2329	9.81284
2330	9.20976
2331	9.84306
2332	9.49905
2333	10.5718
2334	9.60479
2335	9.26134
2336	9.49732
2337	9.56273
2338	9.80832
2339	10.2441
2340	10.2491
2341	9.97467
2342	10.0501
2343	8.88382
2344	9.38568
2345	9.25044
2346	9.20956
2347	10.6426
2348	9.3683
2349	9.7346
2350	8.98862
2351	9.3556
2352	9.77655
2353	9.54725
2354	9.1949
2355	9.56327
2356	9.02052
2357	9.3472
2358	8.95119
2359	9.02797
2360	9.59824
2361	8.96836
2362	9.81097
2363	9.126
2364	9.42245
2365	9.77344
2366	9.50856
2367	10.0204
2368	9.08536
2369	8.86184
2370	8.90297
2371	9.16294
2372	8.86982
2373	9.42101
2374	9.01119
2375	9.04239
2376	9.27109
2377	8.90931
2378	9.62761
2379	9.70998
2380	9.89389
2381	8.97954
2382	8.90953
2383	8.91457
2384	9.50201
2385	9.28615
2386	9.38825
2387	9.23984
2388	9.0467
2389	8.90967
2390	9.21077
2391	8.01923
2392	8.71586
2393	9.56372
2394	8.80816
2395	9.29803
2396	9.3067
2397	8.35011
2398	9.10546
2399	8.46422
